1	1	56828	804253	/discussions/microsoft/view/56828-exam-az-104-topic-1-question-1-discussion/
1	2	57044	804254	/discussions/microsoft/view/57044-exam-az-104-topic-1-question-2-discussion/
1	3	57111	804255	/discussions/microsoft/view/57111-exam-az-104-topic-1-question-3-discussion/
1	4	56829	804256	/discussions/microsoft/view/56829-exam-az-104-topic-1-question-4-discussion/
1	5	62817	804257	/discussions/microsoft/view/62817-exam-az-104-topic-1-question-5-discussion/
1	6	57782	804258	/discussions/microsoft/view/57782-exam-az-104-topic-1-question-6-discussion/
1	7	59109	804259	/discussions/microsoft/view/59109-exam-az-104-topic-1-question-7-discussion/
1	8	56992	804260	/discussions/microsoft/view/56992-exam-az-104-topic-1-question-8-discussion/
1	9	57081	804261	/discussions/microsoft/view/57081-exam-az-104-topic-1-question-9-discussion/
1	10	57045	804262	/discussions/microsoft/view/57045-exam-az-104-topic-1-question-10-discussion/
1	11	56832	804263	/discussions/microsoft/view/56832-exam-az-104-topic-1-question-11-discussion/
1	12	56338	804264	/discussions/microsoft/view/56338-exam-az-104-topic-1-question-12-discussion/
1	13	57481	804265	/discussions/microsoft/view/57481-exam-az-104-topic-1-question-13-discussion/
1	14	57078	804266	/discussions/microsoft/view/57078-exam-az-104-topic-1-question-14-discussion/
1	15	57482	804267	/discussions/microsoft/view/57482-exam-az-104-topic-1-question-15-discussion/
1	16	56406	804268	/discussions/microsoft/view/56406-exam-az-104-topic-1-question-16-discussion/
1	17	56352	804269	/discussions/microsoft/view/56352-exam-az-104-topic-1-question-17-discussion/
1	18	57002	804270	/discussions/microsoft/view/57002-exam-az-104-topic-1-question-18-discussion/
1	19	62874	804271	/discussions/microsoft/view/62874-exam-az-104-topic-1-question-19-discussion/
1	20	62875	804272	/discussions/microsoft/view/62875-exam-az-104-topic-1-question-20-discussion/
1	21	57060	804273	/discussions/microsoft/view/57060-exam-az-104-topic-1-question-21-discussion/
1	22	62878	804274	/discussions/microsoft/view/62878-exam-az-104-topic-1-question-22-discussion/
1	23	62880	804275	/discussions/microsoft/view/62880-exam-az-104-topic-1-question-23-discussion/
1	24	57486	804276	/discussions/microsoft/view/57486-exam-az-104-topic-1-question-24-discussion/
1	25	57485	804277	/discussions/microsoft/view/57485-exam-az-104-topic-1-question-25-discussion/
1	26	74289	804278	/discussions/microsoft/view/74289-exam-az-104-topic-1-question-26-discussion/
1	27	57495	804279	/discussions/microsoft/view/57495-exam-az-104-topic-1-question-27-discussion/
1	28	57646	804280	/discussions/microsoft/view/57646-exam-az-104-topic-1-question-28-discussion/
1	29	59581	804281	/discussions/microsoft/view/59581-exam-az-104-topic-1-question-29-discussion/
1	30	57109	804282	/discussions/microsoft/view/57109-exam-az-104-topic-1-question-30-discussion/
1	31	57061	804283	/discussions/microsoft/view/57061-exam-az-104-topic-1-question-31-discussion/
1	32	57004	804284	/discussions/microsoft/view/57004-exam-az-104-topic-1-question-32-discussion/
1	33	56963	804285	/discussions/microsoft/view/56963-exam-az-104-topic-1-question-33-discussion/
1	34	56296	804286	/discussions/microsoft/view/56296-exam-az-104-topic-1-question-34-discussion/
1	35	56297	804287	/discussions/microsoft/view/56297-exam-az-104-topic-1-question-35-discussion/
1	36	57347	804288	/discussions/microsoft/view/57347-exam-az-104-topic-1-question-36-discussion/
1	37	57225	804289	/discussions/microsoft/view/57225-exam-az-104-topic-1-question-37-discussion/
1	38	78362	804290	/discussions/microsoft/view/78362-exam-az-104-topic-1-question-38-discussion/
