Exam AWS Certified DevOps Engineer - Professional DOP-C02 topic 1	140	127270 	903483	2024-09-23 22:15	/discussions/amazon/view/127270-exam-aws-certified-devops-engineer-professional-dop-c02/
Exam AWS Certified DevOps Engineer - Professional DOP-C02 topic 1	141	126987 	903484	2024-08-21 18:08	/discussions/amazon/view/126987-exam-aws-certified-devops-engineer-professional-dop-c02/
Exam AWS Certified DevOps Engineer - Professional DOP-C02 topic 1	142	126988 	903485	2024-03-16 16:59	/discussions/amazon/view/126988-exam-aws-certified-devops-engineer-professional-dop-c02/
Exam AWS Certified DevOps Engineer - Professional DOP-C02 topic 1	143	126989 	903486	2025-07-09 23:57	/discussions/amazon/view/126989-exam-aws-certified-devops-engineer-professional-dop-c02/
Exam AWS Certified DevOps Engineer - Professional DOP-C02 topic 1	144	126990 	903487	2024-02-07 14:56	/discussions/amazon/view/126990-exam-aws-certified-devops-engineer-professional-dop-c02/
Exam AWS Certified DevOps Engineer - Professional DOP-C02 topic 1	145	127130 	903488	2024-06-26 0:23	/discussions/amazon/view/127130-exam-aws-certified-devops-engineer-professional-dop-c02/
Exam AWS Certified DevOps Engineer - Professional DOP-C02 topic 1	146	127013 	903489	2025-02-08 1:45	/discussions/amazon/view/127013-exam-aws-certified-devops-engineer-professional-dop-c02/
Exam AWS Certified DevOps Engineer - Professional DOP-C02 topic 1	147	126991 	903490	2025-05-15 16:52	/discussions/amazon/view/126991-exam-aws-certified-devops-engineer-professional-dop-c02/
Exam AWS Certified DevOps Engineer - Professional DOP-C02 topic 1	148	126992 	903491	2024-08-10 23:51	/discussions/amazon/view/126992-exam-aws-certified-devops-engineer-professional-dop-c02/
Exam AWS Certified DevOps Engineer - Professional DOP-C02 topic 1	149	129671 	907528	2025-06-02 14:21	/discussions/amazon/view/129671-exam-aws-certified-devops-engineer-professional-dop-c02/
Exam AWS Certified DevOps Engineer - Professional DOP-C02 topic 1	150	129690 	907529	2024-04-23 19:29	/discussions/amazon/view/129690-exam-aws-certified-devops-engineer-professional-dop-c02/
