1	1	67502	804641	/discussions/microsoft/view/67502-exam-az-305-topic-1-question-1-discussion/
1	2	67503	804642	/discussions/microsoft/view/67503-exam-az-305-topic-1-question-2-discussion/
1	3	67504	804643	/discussions/microsoft/view/67504-exam-az-305-topic-1-question-3-discussion/
1	4	67505	804644	/discussions/microsoft/view/67505-exam-az-305-topic-1-question-4-discussion/
1	5	67715	804645	/discussions/microsoft/view/67715-exam-az-305-topic-1-question-5-discussion/
1	6	67440	804646	/discussions/microsoft/view/67440-exam-az-305-topic-1-question-6-discussion/
1	7	67740	804647	/discussions/microsoft/view/67740-exam-az-305-topic-1-question-7-discussion/
1	8	67741	804648	/discussions/microsoft/view/67741-exam-az-305-topic-1-question-8-discussion/
1	9	67742	804649	/discussions/microsoft/view/67742-exam-az-305-topic-1-question-9-discussion/
1	10	67743	804650	/discussions/microsoft/view/67743-exam-az-305-topic-1-question-10-discussion/
1	11	67442	804651	/discussions/microsoft/view/67442-exam-az-305-topic-1-question-11-discussion/
1	12	67507	804652	/discussions/microsoft/view/67507-exam-az-305-topic-1-question-12-discussion/
1	13	67508	804653	/discussions/microsoft/view/67508-exam-az-305-topic-1-question-13-discussion/
1	14	78685	804654	/discussions/microsoft/view/78685-exam-az-305-topic-1-question-14-discussion/
1	15	78731	804655	/discussions/microsoft/view/78731-exam-az-305-topic-1-question-15-discussion/
1	16	79598	804656	/discussions/microsoft/view/79598-exam-az-305-topic-1-question-16-discussion/
1	17	80190	804657	/discussions/microsoft/view/80190-exam-az-305-topic-1-question-17-discussion/
1	18	78932	804658	/discussions/microsoft/view/78932-exam-az-305-topic-1-question-18-discussion/
1	19	78713	804659	/discussions/microsoft/view/78713-exam-az-305-topic-1-question-19-discussion/
1	20	78717	804660	/discussions/microsoft/view/78717-exam-az-305-topic-1-question-20-discussion/
1	21	79826	804661	/discussions/microsoft/view/79826-exam-az-305-topic-1-question-21-discussion/
1	22	79215	804662	/discussions/microsoft/view/79215-exam-az-305-topic-1-question-22-discussion/
1	23	81933	804663	/discussions/microsoft/view/81933-exam-az-305-topic-1-question-23-discussion/
1	24	82743	804664	/discussions/microsoft/view/82743-exam-az-305-topic-1-question-24-discussion/
1	25	78933	804665	/discussions/microsoft/view/78933-exam-az-305-topic-1-question-25-discussion/
1	26	80531	804666	/discussions/microsoft/view/80531-exam-az-305-topic-1-question-26-discussion/
1	27	80193	804667	/discussions/microsoft/view/80193-exam-az-305-topic-1-question-27-discussion/
1	28	83747	804668	/discussions/microsoft/view/83747-exam-az-305-topic-1-question-28-discussion/
1	29	79347	804669	/discussions/microsoft/view/79347-exam-az-305-topic-1-question-29-discussion/
1	30	78934	804670	/discussions/microsoft/view/78934-exam-az-305-topic-1-question-30-discussion/
1	31	78994	804671	/discussions/microsoft/view/78994-exam-az-305-topic-1-question-31-discussion/
1	32	79364	804672	/discussions/microsoft/view/79364-exam-az-305-topic-1-question-32-discussion/
1	33	79369	804673	/discussions/microsoft/view/79369-exam-az-305-topic-1-question-33-discussion/
1	34	80199	804674	/discussions/microsoft/view/80199-exam-az-305-topic-1-question-34-discussion/
1	35	78704	804675	/discussions/microsoft/view/78704-exam-az-305-topic-1-question-35-discussion/
1	36	94020	860527	/discussions/microsoft/view/94020-exam-az-305-topic-1-question-36-discussion/
1	37	93993	860528	/discussions/microsoft/view/93993-exam-az-305-topic-1-question-37-discussion/
1	38	93994	860529	/discussions/microsoft/view/93994-exam-az-305-topic-1-question-38-discussion/
1	39	95913	865596	/discussions/microsoft/view/95913-exam-az-305-topic-1-question-39-discussion/
1	40	95618	865597	/discussions/microsoft/view/95618-exam-az-305-topic-1-question-40-discussion/
1	41	95571	865598	/discussions/microsoft/view/95571-exam-az-305-topic-1-question-41-discussion/
1	42	95520	865599	/discussions/microsoft/view/95520-exam-az-305-topic-1-question-42-discussion/
1	43	95567	865600	/discussions/microsoft/view/95567-exam-az-305-topic-1-question-43-discussion/
1	44	99933	868732	/discussions/microsoft/view/99933-exam-az-305-topic-1-question-44-discussion/
1	45	99471	868733	/discussions/microsoft/view/99471-exam-az-305-topic-1-question-45-discussion/
1	46	106780	882190	/discussions/microsoft/view/106780-exam-az-305-topic-1-question-46-discussion/
1	47	106958	882191	/discussions/microsoft/view/106958-exam-az-305-topic-1-question-47-discussion/
1	48	106784	882192	/discussions/microsoft/view/106784-exam-az-305-topic-1-question-48-discussion/
1	49	106885	882193	/discussions/microsoft/view/106885-exam-az-305-topic-1-question-49-discussion/
1	50	106886	882194	/discussions/microsoft/view/106886-exam-az-305-topic-1-question-50-discussion/
1	51	106883	882195	/discussions/microsoft/view/106883-exam-az-305-topic-1-question-51-discussion/
1	52	106781	882196	/discussions/microsoft/view/106781-exam-az-305-topic-1-question-52-discussion/
1	53	108113	882197	/discussions/microsoft/view/108113-exam-az-305-topic-1-question-53-discussion/
1	54	114902	890768	/discussions/microsoft/view/114902-exam-az-305-topic-1-question-54-discussion/
1	55	114903	890769	/discussions/microsoft/view/114903-exam-az-305-topic-1-question-55-discussion/
1	56	116372	890770	/discussions/microsoft/view/116372-exam-az-305-topic-1-question-56-discussion/
1	57	114850	890771	/discussions/microsoft/view/114850-exam-az-305-topic-1-question-57-discussion/
1	58	118062	890772	/discussions/microsoft/view/118062-exam-az-305-topic-1-question-58-discussion/
1	59	115985	892120	/discussions/microsoft/view/115985-exam-az-305-topic-1-question-59-discussion/
1	60	121189	896352	/discussions/microsoft/view/121189-exam-az-305-topic-1-question-60-discussion/
1	61	121190	896353	/discussions/microsoft/view/121190-exam-az-305-topic-1-question-61-discussion/
1	62	121261	896354	/discussions/microsoft/view/121261-exam-az-305-topic-1-question-62-discussion/
